,Name,Description,Image,Price,Rating
26,Samsung Galaxy S20+ Plus 8/128 GB - Garansi Resmi Samsung Indonesia - Abu-abu,"Garansi Resmi Samsung Indonesia (SEIN) 1 Tahun

100% Original Baru dan Segel

Imei Terdaftar Resmi di Kemenperin

Spesifikasi :

Jaringan GSM / HSPA / LTE
Sistem Operasi Android 10
Prosesor Exynos 990 Octa Core (Dual 2.7 Ghz + Dual 2.6 Ghz + Quad 2.0 Ghz) ; 7nm
RAM 8 GB
ROM 128 GB
Ukuran Layar 6.7 inch
Tipe Layar Dynamic AMOLED capacitive touchscreen, 16M colors
Resolusi Layar 1440 x 3200 pixels, 20:9 ratio (~524 ppi density)
Kamera Belakang
Quad
12 MP, (wide), Dual Pixel PDAF, OIS
64 MP, (telephoto), PDAF, OIS, 3x optical zoom
12 MP, (ultrawide), AF, Super Steady video
TOF 3D, (depth sensor)

Kamera Depan 10 MP, f/2.2, 26mm (wide), 1/3.2"", 1.22µm, Dual Pixel PDAF
Fitur Kamera Dual video call, Auto-HDR
Audio 32-bit/384kHz audio Tuned by AKG
WLAN Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE, aptX
GPS Yes, with A-GPS, GLONASS, BDS, GALILEO
Sensor Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer
Baterai 4500 mAh
Pengisian Daya Fast battery charging 25 W, Type-C
Slot Memori Eksternal MicroSD Slot
SIM Hybrid Dual Nano SIM
Berat 188 g
Dimensi 162 x 74 x 7.8 mm
Lainnya NFC",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/2/14/3071296/3071296_f13c2113-9d8b-419a-b2ba-22d54a4bc49e_1800_1800.webp,Rp10.799.000,5
27,Xiaomi Redmi Note 8 64GB (4/64) - New Baru Original Garansi Resmi - Black,"Xiaomi Redmi Note 8 4/64
Warna Space Black, Moonlight White, Neptune Blue

Garansi Resmi Xiaomi Indonesia
Klaim garansi ke service center resmi xiaomi indonesia (alamat service center bisa di cek di mi.co.id Indonesia)
Bawa HP + Dus + Invoice, klaim cek dari imei HP nya saja

Sekarang Xiaomi Garansi Resmi bukan dari TAM saja, bisa dari Xiaomi nya langsung
beda nya hanya stiker kecil TAM di dus nya saja, untuk Dus, HP, Spesifikasi, Kelengkapan, dan garansi, semuanya sama, keduanya garansi langsung ke service center resmi xiaomi indonesia
kalau yg ada stiker TAM (dari Xiaomi ke TAM baru ke Penjual), kalau yg tidak ada stiker (dari Xiaomi langsung ke Penjual

Spesifikasi:
Layar 6.3""
OS Android 9.0 (Pie); MIUI 10.2.7
Qualcomm Snapdragon 665 Octa-core 2.0GHz Adreno 610 GPU
Kamera Belakang Quad 48MP + 8MP + 2MP + 2MP / Kamera Depan 13MP
RAM 4GB
ROM 64GB
Dual SIM (Nano) LTE
Battery 4000 mAh

Semua Retur / Pengembalian Barang Harus Sesuai dengan yang dikirim (Dus, Imei, Aksesoris, dll)
Dan dengan kondisi baru seperti dikirim (tidak boleh ada kesalahan pengguna seperti kena air, terjatuh, baret, lecet, dll)",https://ecs7.tokopedia.net/img/cache/700/product-1/2019/12/17/2347200/2347200_d230d7c0-03bd-46c3-a8a0-06e073bc17af_800_800.webp,Rp2.125.000,5
28,Xiaomi Redmi 9 3/32 Ram 3 Internal 32Gb Garansi resmi TAM - Hijau,No description,https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/1/43870274/43870274_395f1909-dbd2-4fb7-abbe-686c3fe93fa6_1080_1080.webp,Rp1.685.000,5
29,Samsung Galaxy A21s 6/64 GB Garansi Resmi SEIN - Hitam,"Ready Stok Black dan Blue*17 November 2020

Tambahan extra bubble dan kardus
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing


SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Size 6.5 inches, 102.0 cm2 (~82.8% screen-to-body ratio)
PLATFORM OS Android 10, One UI 2.0
Chipset Exynos 850 (8nm)
CPU Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
GPU Mali-G52
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 6GB RAM
eMMC 5.1
MAIN CAMERA Quad 48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
SELFIE CAMERA Single 13 MP, f/2.2, (wide), 1/3.1"", 1.12µm
BATTERY Non-removable Li-Po 5000 mAh battery
Charging Fast charging 15W",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/6/9/2608727/2608727_b8818455-7bba-4da6-8177-8daedcb75d64_800_800.webp,Rp2.831.000,4.9
30,Xiaomi Redmi Note 9 4/64 Resmi - Abu-abu,"Ready Xiaomi Redmi Note 9 Ram 4/64 GB
Barang baru.. Masih Segel 100%.. (Non repacking)

Garansi Resmi Xiaomi Indonesia/tAm

Warna : Midnight Grey ,Forest Green , Polar White

• Ready dan Langsung Kirim
• 100% Ori dan Garansi Resmi
• 100% Imei Terdaftar Di Kemenperin
• Packing aman dengan buble wrap .

Spesifikasi singkat Xiaomi Redmi Note 9 :
• Layar 6.53 inci 19:9 “FHD+”Drop dot Full screen display
• Corning Gorilla glass 5 depan belakang
• RAM 4GB/64 GB
• Dual SIM tray : Nano SIM 4G+ Nano SIM+ Micro sd
• Baterai 5020mAh
• OS 10
• Processor Helio G85
• Kamera depan 13MP + Lampu Selfie+Bokeh effect
• Quad (empat) Kamera belakang 48MP + 8 MP+ 2MP + 2MP+ Bokeh effect + A.L
• Finger print
• Face unlock
• Micro USB type C",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/6/26/1ef5d26d-e396-4a59-b910-64893d81dc0d.jpg.webp,Rp2.219.000,5
31,Samsung Galaxy A11 3/32Gb Grs resmi Sein - Putih,"Samsung Galaxy A11 3/32Gb
Garansi resmi Samsung Indonesia 1thn
Ready Hitam dan Putih
Kartu Garansi Nyatu di buku panduan

NETWORKTechnologyGSM / HSPA / LTE2G bandsGSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only)3G bandsHSDPA 850 / 900 / 1900 / 21004G bandsLTE (unspecified)SpeedHSPA 42.2/5.76 Mbps, LTE Cat4 150/50 MbpsLAUNCHAnnounced2020, March 13StatusAvailable. Released 2020, May 01BODYDimensions161.4 x 76.3 x 8 mm (6.35 x 3.00 x 0.31 in)Weight177 g (6.24 oz)BuildGlass front, plastic back, plastic frameSIMSingle SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)DISPLAYTypeTFT capacitive touchscreen, 16M colorsSize6.4 inches, 100.5 cm2 (~81.6% screen-to-body ratio)Resolution720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)PLATFORMOSAndroid 10CPUOcta-core 1.8 GHzMEMORYCard slotmicroSDXC (dedicated slot)Internal32GB 2GB RAM, 32GB 3GB RAM eMMC 5.1MAIN CAMERATriple13 MP, f/1.8, 28mm (wide), AF
5 MP, f/2.2 (ultrawide)
2 MP, f/2.4, (depth)FeaturesLED flash, panorama, HDRVideo1080p@30fpsSELFIE CAMERASingle8 MP, f/2.0Video1080p@30fpsSOUNDLoudspeakerYes3.5mm jackYesCOMMSWLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspotBluetoothYesGPSYes, with A-GPSUSBmicroUSB 2.0FEATURESSensorsFingerprint (rear-mounted), accelerometer, proximityMessagingSMS(threaded view), MMS, Email, Push Email, IMBrowserHTML5BATTERY Non-removable Li-Po 4000 mAh batteryChargingFast chargin",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/5/29/2099980/2099980_cc34fa65-9351-48fa-bc75-6c5281fe1676_756_756.jpg.webp,Rp1.779.000,5
32,Nokia 105 King 2019 Garansi Resmi - Hitam,"100% Garansi resmi Nokia indonesia 1 tahun
100% asli dan baru
RESMI IMEI Sudah Terdaftar (cek Imei: http://kemenperin•go•id/imei/ ) Jadi saat hp diaktifkan/dipakai otomatis GARANSI Berlaku.

Warna akan dikirim sesuai stock yang tersedia (black; blue)

NETWORK Technology
GSM
SIM Dual SIM (Mini-SIM, dual stand-by)
Size 1.77 inches, 9.7 cm2 (~16.6% screen-to-body ratio)
MEMORY Card slot No
Internal 4MB 4MB RAM
CAMERA No
BATTERY Removable Li-Ion 800 mAh battery",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/24/33121225/33121225_652a13eb-cfc4-4f3a-aaa5-ae84fec9ec87_600_600.webp,Rp229.000,4.9
33,"(IBOX) iPhone 11 64GB 128GB 256GB Garansi Resmi TAM 1 Tahun 64 128 256 - 64GB, Black","ORDER IPHONE 12 Series disini :
https://www.tokopedia.com/putragroup/etalase/iphone-12

GARANSI RESMI INDONESIA 1 TAHUN
TERDAFTAR IMEI DI KEMENPERIN :)

READY STOCK - TANPA PO - TANPA DP
ANDA ORDER - KAMI ANTAR
MOHON KONFIRMASI WARNA & SIZE - STOK TERBATAS

Magsafe Wireless Charging dijual disini :
https://www.tokopedia.com/putragroup/apple-magsafe-charger-20w-wireless-charging-mag-safe-for-iphone-12

Fast Charging order disini ya:
https://www.tokopedia.com/putragroup/original-apple-18w-18-w-usb-c-power-adapter


**PENTING SEBELUM DI ORDER**

Memori : 64 GB - 128 GB - 256 GB ( Single Nano + ESIM )
Warna : Black - White - Green - Yellow - Red - Purple

Masih ragu? Cek ulasan pembeli lain nya disini :
https://www.tokopedia.com/putragroup/review

Alasan utama ANDA belanja di Putra Group !

1) Garansi Resmi 1 tahun Apple Indonesia ( IBOX / TAM )

2) UNIT DAN AKSESORIS MASIH SEGEL DAN ORIGINAL 100 %

3) TRUSTED SELLER yang sudah menjual ribuan produk di semua marketplace di Indonesia sejak 2012 . Badge Gold Merchant juga menandakan bahwa kami adalah salah satu TRUSTED SELLER dengan rata2 akurasi dan kualitas produk 4,9 dari 5 alias ( 99 % )

So smart people, apa yang kalian tunggu ? Kami tunggu orderan Anda di Tokopedia ( Marketplace nomor 1 di Indonesia )

THANK YOU ! KAMI SENANG MELAYANI ANDA :)",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/15/10122977/10122977_145b7874-cc9c-4580-b2f4-be3fd250f20b_700_700.webp,Rp11.999.000,5
34,Xiaomi Redmi Note 8 4/64 GB (RAM 4GB ROM 64GB) - Garansi Resmi TAM - Neptune Blue,"Garansi Resmi Xiaomi Indonesia 1 Tahun (TAM)

Barang dari TAM , Ada Stiker TAM pada Box

BARU dan Segel Pabrik 100%

Spesifikasi :

Network Technology
GSM / HSPA / LTE
Launch Announced 2019, August
Status Available. Released 2019, September
Body Dimensions 158.3 x 75.3 x 8.4 mm (6.23 x 2.96 x 0.33 in)
Weight 190 (6.70 oz)
Build Front/back glass (Gorilla Glass 5)
SIM Dual SIM (Nano-SIM, dual stand-by)
Display Type IPS LCD capacitive touchscreen, 16M colors
Size 6.3 inches, 97.4 cm2 (~81.7% screen-to-body ratio)
Resolution 1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)
Protection Corning Gorilla Glass 5
Platform OS Android 9.0 (Pie); MIUI 10
Chipset Qualcomm SDM665 Snapdragon 665 (11 nm)
CPU Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)
GPU Adreno 610
Memory Card slot microSD, up to 256 GB (dedicated slot)
Internal 64GB 4GB RAM
Main Camera Quad 48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera)
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor
Features LED flash, HDR, panorama
Video 2160p@30fps, 1080p@30/60/120fps, gyro-EIS
Selfie camera Single 13 MP, f/2.0, 1.12µm
Features HDR, panorama
Video 1080p@30fps
Sound Loudspeaker Yes
3.5mm jack Yes
Comms WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 4.2, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS
Infrared port Yes
Radio FM radio
USB 2.0, Type-C 1.0 reversible connector, USB On-The-Go
Features Sensors Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass
Battery Non-removable Li-Po 4000 mAh battery
Charging Fast battery charging 18W",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/2/11/3071296/3071296_12e4eb88-d9d7-422b-a514-974a83bbd3eb_1800_1800.webp,Rp2.120.000,5
35,"Advan G9Pro 6.6"" 6GB 64GB QuadCam Octacore Android10 Garansi Resmi - Hijau","Sebuah mahakarya Advan yang menawarkan performa maksimal RAM 6 GB didukung internal memory 64 GB, memungkinkan Anda melakukan segala hal yang Anda inginkan seperti bermain game, menonton video, mengambil foto terbaik dan berkreasi, bekerja dengan produktif. Baterai 5200mAh pasti bisa diandalkan menemani keseharian Anda menikmati Android 10. Dengan tampilan produk yang keren dan elegan serta pilihan warna bahkan case yang multifungsi yaitu melindungi dan mencegah panas berlebih. Segala detail telah dipikirkan dengan baik, layar 6.6 inci yang besar dan nyaman digunakan, warna yang menarik serta kualitas suara yang keren.

IMEI terdaftar resmi
OS: Android 10.0
CPU: Octa-core 1.6GHz+1.2GHz
Display: 6.6""inch HD+ 720*1600
RAM: 6 GB
ROM: 64 GB
SIM: Double Nano + TF Hotplug
Kamera depan: 8 MP FF
Kamera belakang: 16 MP AF + 0.3 MP + 0.3 MP + 0.3 MP dengan flash light
GSM: 900/1800 MHz
WCDMA: 900/2100 MHz
FDD+TDD: B1/B3/B5/B8/B40
Bluetooth 4.2
Wifi: 802.11 b/g/n 2.4G
P-sensor/L-sensor/Acceleration-sensor/GPS/OTG
Baterai: 5200 mAh
Dimensi: 165 x 76.3 x 9.5 mm
Kelengkapan Produk:
- 1x Unit
- 1x Kabel data
- 1x Adapter
- 1x Kartu Garansi
- 1x Case

FREE
1. earphone JBL (tanpa box dan kartu garansi) selama persediaan masih ada
2. perdana Smartfren dengan paket data hingga 360 GB

#smartphonemurah #smartphonegaming #android #smartphone4G #octacore #handphoneandroid #handphonemurah #produklokal #smartphonelokal #handphonecanggih #camera #garansi #smartphonequadcamera #empatkamera #advanG9Pro #6inci #ram6GB #advan #garansiresmi",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/10/27/be8f86f8-e806-42f6-8c2a-22a08f2bd89d.jpg.webp,Rp1.599.000,No rate
36,HP NOKIA JADUL NOKIA 105 MOBILE DUAL SIM | HP NOKIA JADUL 105 BARU,"Nokia 105
2017 Nokia Jadul Murah |Nokia Seri 105 Nokia 105
FM Radio Good Quality new murah hp Mobile Phone
dual SIM
Nokia Jadul Murah dan Bergaransi.
1x HP 2sim
1 x Quality battery ori 99%
1x New charger
1x Box-dus
TIDAK ADA bawaan Handsfree!
bisa bahasa indonesia,
stock ready
warna list
hitam-ready
biru-ready
Putih-ready
super copy 99 kualitas terbaik
GARANSI SETELAH BARANG DI TERIMA 1 MINGGU.
hanya unit hp. SEBELUM PENGIRIMAN HP SUDAH
KITA CEK KEMUNGKINAN RETUR SANGAT MINIM
KAMI SELALU MENJAGA KUALITAS PRODUK KAMI.
untuk spek dan support app cek di google atau situs
spesifikasi terlengkap
Nokia Jadul Murah
#nokia
#nokiajadul
#nokiajadulmurah
#nokiarefurbish
#nokia105
#nokia105dualsim
#hpnokia
#hp
#hpmurah

Stock Ready !
Langsung Di Order Ya Sebelum kehabisan..🙏",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/10/31/cdff266a-5d91-47c1-8104-06ed5ac30c9f.jpg.webp,Rp135.000,4.9
37,Vivo Nex 2 Dual Display 128/10GB,"Kondisi
- no earphone dan no manual book
- dus , charger dan usb
- fisik 90% mulus
- layar depan belakang normal
- semua fungsi normal",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/10/18/4e117889-a9e5-42af-9739-4dfe9d877295.jpg.webp,Rp5.350.000,No rate
38,"Redmi Note 9 4/64 & 6/128 GB Garansi Resmi - 4GB 64GB, GREY","Unit New BNIB
Segel pabrikan
No repack

Garansi Resmi Xiaomi Indonesia
Imei terdaftar

Link Note 9 pro
https://www.tokopedia.com/duniagadgetku/xiaomi-redmi-note-9-pro-6-64-8-128-gb-garansi-resmi

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2020, April 30
Status Available. Released 2020, May 12
BODY Dimensions 162.3 x 77.2 x 8.9 mm (6.39 x 3.04 x 0.35 in)
Weight 199 g (7.02 oz)
Build Glass front (Gorilla Glass 5), plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
Splash-proof coating
DISPLAY Type IPS LCD capacitive touchscreen, 16M colors
Size 6.53 inches, 104.7 cm2 (~83.5% screen-to-body ratio)
Resolution 1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 5
450 nits typ. brightness (advertised)
PLATFORM OS Android 10, MIUI 11
Chipset MediaTek Helio G85 (12nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM, 128GB 6GB RAM
MAIN CAMERA Quad 48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 13 MP, f/2.3, 29mm (standard), 1/3.1"", 1.12µm
Features HDR, panorama
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
M2003J15SG (Yes); M2003J15SS (No)
Infrared port Yes
Radio Unspecified
USB 2.0, Type-C 1.0 reversible connector
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass
BATTERY Non-removable Li-Po 5020 mAh battery",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/6/18/16633024/16633024_fb253323-7858-4ddb-9b62-30a2fd0e2bb4_625_625.webp,Rp2.199.000,4.9
39,CABEL ORIGINAL 100% IPHONE 5/6/7/X/XS MAX,"Kabel Lightning iPhone

Original lightning kabel For Iphone

Kompatibel Dengan :
iPhone : 5 / 5c / 5s / 6 / 6 Plus / 6s / 6s Plus / 7 /7 Plus / 8/ 8plus / X
iPod : nano 7th / touch 5th (32GB / 64GB) / touch 5th (16GB) / touch 6th
iPad : iPad with Retina display / iPad mini / iPad mini 2 / iPad Air / iPad Air 2/ iPad mini 3 / iPad mini 4


# HARGA Ga perlu mahal..... tp kwalitas yg harus dijaga......

# Jangan takut karna harga murah lalu dibilang palsu gan.... silahkan beli untun dibuktikan gan.... sayangkan kalo beda sampai beberapa puluh ribu tp kwalitas sama juga?",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/6/9/7946636/7946636_7cc5af77-4d4f-451e-a59c-dc7dde4aaca6_554_554.jpg.webp,Rp18.000,4.8
40,Infinix Hot 9 Play 3/64 GB Garansi Resmi - Hitam,No description,https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/5/2608727/2608727_0d0d9dd4-93dd-4561-bf26-afb8f4ece7d8_800_800.webp,Rp1.473.000,4.9
41,Samsung Galaxy M21 4/64 RAM 4GB ROM 64GB Garansi Resmi SEIN - Hitam,"READY STOCK Warna Hitam, Biru dan Hijau
GARANSI RESMI Samsung Indonesia (SEIN)

BONUS Tempered Glass dan Softcase (selama persediaan masih ada)

Packing super AMAN dengan double bubble wrap dan tambahan dus, TANPA biaya tambahan.

Kami sarankan pengiriman menggunakan Gojek/Grab agar pengiriman lebih cepat dan aman.

Ready Gojek/Grab SETIAP HARI (Senin s.d. Minggu).
Pengiriman : 1. Gojek/Grab Sameday maksimal jam 14.30.
2. Gojek/Grab Instant maksimal jam 16.30.
3. Anteraja maksimal jam 14.00.
4. Sicepat maksimal jam 20.00.

Membeli berarti setuju dengan ketentuan toko kami.

Terima kasih dan selamat berbelanja.

NETWORK Technology
GSM / HSPA / LTE
BODY Dimensions 159 x 75.1 x 8.9 mm
Weight 188 g
Build Glass front (Gorilla Glass 3), plastic back, plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type Super AMOLED capacitive touchscreen, 16M colors
Size 6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)
Resolution 1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)
Protection Corning Gorilla Glass 3
PLATFORM OS Android 10, One UI 2
Chipset Exynos 9611 (10nm)
CPU Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)
GPU Mali-G72 MP3
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM
UFS 2.1
MAIN CAMERA Triple 48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, (depth)
Features LED flash, panorama, HDR
Video 4K@30fps, 1080p@30fps, gyro-EIS
SELFIE CAMERA Single 20 MP, f/2.0, 26mm (wide)
Features HDR
Video 1080p@30fps
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS
Radio FM radio, RDS, recording
USB 2.0, Type-C 1.0 reversible connector
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass
BATTERY Non-removable Li-Po 6000 mAh battery",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/9/28/ee9177f5-7fde-4435-96ad-12d4758214e5.jpg.webp,Rp2.564.000,5
42,SAMSUNG GALAXY A71 8/128 (RAM 8GB/128GB) 2020 GARANSI RESMI SEGEL - Hitam,"Tersedia warna: HITAM - PUTIH/SILVER - BIRU- (SUPPORT NFC !!)

Free Tempered Glass selama persediaan masih ada!! Softcase sudah ada di boxnya!!
GARANSI RESMI SEIN SAMSUNG INDONESIA 1 Tahun (bisa klaim di Indonesia)
Kartu Garansi ada di salah satu halaman buku panduan singkat.

KIRIM SETIAP HARI ( SENIN - MINGGU )
READY GOJEK/GRAB SEKARANG !!
Sameday sebelum - jam 3 SORE (Gosend) jam 4 SORE (Grab) jangan mepet2
Instan sebelum - jam 5 SORE (Gosend) Jam 6 SORE (Grab) jangan mepet2

JNE/J&T DIKIRIM HARI YANG SAMA UNTUK PESANAN
SEBELUM JAM 6 SORE (Senin-Jumat)
SEBELUM JAM 2 SORE (SABTU-MINGGU/LIBUR)

Spesifikasi :
Dimensi
163 x 76.0 x 7.7 mm

Infinity-o Display
6.7"" FHD+ (1080 x 2400)
Super AMOLED Plus
20:9 aspect ratio

Processor
Qualcomm Snapdragon 730G
Octa Core

Memory
Ram : 8 GB
Rom : 128 GB
microSD Card : up to 512 GB

Camera
Rear Camera
64 MP + 12 MP + 5 MP + 5 MP
Front Camera
Single 32 MP

Support NFC

Battery
4500 mAh (typical)
25W Super Fast Charging

Security
On-Screen Fingerprint scanner

#galaxy #samsunggalaxya71 #galaxya71 #a71 #samsunga71",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/9/14/4505838/4505838_2b4a80e2-5dbe-41ae-b80e-244d9288a5cc_1148_1148.webp,Rp5.518.000,5
43,"Realme C11 Garansi Resmi - 2GB-32GB, Abu-abu","Garansi Resmi Realme Indonesia 1 tahun.
Garansi Resmi PT Jaya Evogad Mandiri 1 tahun.
Garansi tukar unit 3x24 jam (dengan catatan segel belum dibuka)
Garansi kerusakan dan ganti unit baru 7x24 jam sejak barang diterima
IMEI terdaftar di KOMINFO, bisa di cek melalui website :
https://imei.kemenperin.go.id/

Gratis Ongkos Kirim (kode Voucher EVOGONGKIR)
Gratis Biaya Admin 2% dengan metode pembayaran kartu kredit
Gratis Cicilan 0%

Ayo pake bubble tambahan agar paket semakin aman saat pengiriman.
https://www.tokopedia.com/evogad/tambahan-bubble-wrap?m_id=18262567

Spesifikasi :
Ukuran : 164,4 x 75,9 x 9,1 mm (6,47 x 2,99 x 0,36 in)
SIM Dual SIM (Nano-SIM, dual stand-by)
Tipe : Layar sentuh kapasitif IPS LCD, 16 juta warna
Ukuran : 6,5 inci, 102,0 cm 2
Resolusi : 720 x 1560 piksel, rasio 20: 9
OS : Android 10, realme UI 1.0
Chipset : MediaTek Helio G35 (12 nm)
CPU : Octa-core 2,3 GHz Cortex-A53
GPU : PowerVR GE8320 (680 MHz)
Slot kartu : microSDXC (slot khusus)
Intern : 32GB RAM 2GB
EMMMC 5.1
Dual Camera : 13 MP, (wide), f / 2.2, PDAF + 2 MP, f / 2.4, (deep)
fitur : LED flash, HDR, panorama
Video : 1080p @ 30fps
Selfie Camera : 5 MP, f / 2.4, 27mm (lebar)
fitur : HDR, panorama
Video : 1080p @ 30fps
Pengeras suara : Iya
Jack 3.5mm : Iya
WLAN : Wi-Fi 802.11 b / g / n, hotspot
Bluetooth : 5.0, A2DP, LE, aptX
GPS Ya, dengan A-GPS, GLONASS, BDS
Radio : Radio fm
USB microUSB 2.0, USB On-The-Go
Sensor : Akselerometer, kedekatan, kompas
Baterai : Li-Po 5000 mAh yang tidak dapat dilepas
Pengisian daya : Mengisi daya 10W",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/5/75829021/75829021_eb42f375-b346-4c1f-b29e-7c30910cdddb_920_920.webp,Rp1.490.000,4.9
